CustomerKey,FirstName,LastName,Gender,Occupation,YearlyIncome,MaritalStatus,GeographyKey
15557,Nathaniel,Murphy,M,Skilled Manual,60000,M,348
15558,Hailey,Morris,F,Skilled Manual,60000,M,633
15559,Devin,Flores,M,Professional,60000,M,49
15560,Gabrielle,Gray,F,Professional,60000,M,611
15561,Angel,Young,M,Professional,60000,S,543
15562,Kaitlyn,James,F,Professional,60000,S,611
15563,Luke,Lopez,M,Professional,60000,M,618
15564,Eduardo,Hughes,M,Professional,60000,M,66
15565,Kyle,Mitchell,M,Professional,70000,S,616
15566,Aaron,Foster,M,Professional,70000,M,57
15567,Carmen,Madan,F,Professional,80000,M,49
15568,Aaron,Hayes,M,Skilled Manual,80000,M,325
15569,Morgan,Ward,F,Skilled Manual,80000,M,536
15570,Brianna,Powell,F,Professional,60000,S,372
15571,Angel,Allen,M,Professional,60000,S,65
15572,Anna,Garcia,F,Professional,60000,M,54
15573,Thomas,Wilson,M,Professional,70000,S,634
15574,Carlos,Peterson,M,Professional,70000,S,383
15575,Alvin,Ye,M,Professional,60000,M,23
15576,Carly,Raje,F,Management,80000,S,9
15577,Mayra,Malhotra,F,Management,80000,M,10
15578,Diane,Gill,F,Management,80000,M,35
15579,Brittany,Coleman,F,Professional,60000,S,31
15580,Ruben,Raman,M,Professional,60000,M,33
15581,Toni,Perez,F,Professional,60000,S,36
15582,Jeffery,Cai,M,Professional,60000,M,34
15583,Lindsey,Xu,F,Professional,70000,S,14
15584,Christy,Raji,F,Professional,70000,M,13
15585,Roy,Garcia,M,Professional,70000,M,19
15586,Victor,Blanco,M,Management,110000,M,21
15587,Jessica,Ward,F,Management,110000,M,33
15588,Kristy,Alvarez,F,Management,110000,M,4
15589,Gilbert,He,M,Management,110000,M,24
15590,Marshall,Wu,M,Management,120000,M,35
15591,Darren,Srini,M,Management,120000,S,37
15592,Janet,Moreno,F,Professional,70000,M,8
15593,Naomi,Martin,F,Professional,70000,M,31
15594,Joanna,Carlson,F,Management,80000,S,4
15595,Andre,Sanchez,M,Professional,90000,M,7
15596,Gilbert,Goel,M,Professional,90000,S,17
15597,Terry,Raji,M,Professional,90000,M,38
15598,Tanya,Rubio,F,Professional,60000,S,16
15599,Darryl,Ma,M,Professional,60000,S,26
15600,Josue,Dominguez,M,Professional,70000,M,32
15601,Naomi,Moreno,F,Professional,70000,M,20
15602,Warren,Wu,M,Professional,70000,S,37
15603,Philip,Blanco,M,Professional,60000,M,13
15604,Clifford,Prasad,M,Professional,60000,M,31
15605,Alan,Yang,M,Professional,60000,M,3
15606,Marco,Prasad,M,Professional,60000,M,33
15607,Ricky,Gill,M,Professional,70000,S,20
15608,Faith,James,F,Clerical,30000,S,120
15609,Karl,Sharma,M,Manual,20000,S,222
15610,Jessica,Gonzales,F,Clerical,30000,S,273
15611,Michele,Patel,F,Manual,30000,S,215
15612,Damien,Ma,M,Manual,30000,S,259
15613,Melinda,Moreno,F,Manual,30000,S,221
15614,Faith,Simmons,F,Skilled Manual,40000,M,262
15615,Erika,Alvarez,F,Manual,30000,S,259
15616,Janet,Alonso,F,Manual,30000,S,183
15617,Dawn,Chande,F,Manual,30000,S,197
15618,Gabriel,Sharma,M,Skilled Manual,40000,M,162
15619,Levi,Subram,M,Skilled Manual,40000,M,236
15620,Dominique,Subram,F,Skilled Manual,50000,S,256
15621,Kelli,Wu,F,Skilled Manual,50000,S,268
15622,Yvonne,Schleger,M,Manual,30000,S,144
15623,Molly,Madan,F,Skilled Manual,40000,M,195
15624,Tyrone,Rubio,M,Skilled Manual,40000,M,217
15625,Clinton,Alvarez,M,Clerical,40000,M,142
15626,Eduardo,White,M,Clerical,40000,M,155
15627,Troy,Srini,M,Clerical,40000,S,146
15628,Brianna,Sandberg,F,Skilled Manual,40000,M,161
15629,Meghan,Ruiz,F,Manual,10000,S,162
15630,Nichole,Tang,F,Manual,20000,S,260
15631,Clayton,Andersen,M,Manual,20000,S,263
15632,Gloria,Carlson,F,Manual,20000,M,245
15633,Ashlee,Shan,F,Manual,20000,S,128
15634,Dalton,Kelly,M,Manual,30000,S,271
15635,Sheila,Martin,F,Manual,30000,S,261
15636,David,White,M,Clerical,40000,S,127
15637,Russell,Sharma,M,Clerical,40000,S,179
15638,Rosa,He,F,Clerical,30000,M,259
15639,Melanie,Coleman,F,Manual,10000,M,21
15640,Gary,Gomez,M,Manual,10000,S,21
15641,Marco,Sara,M,Manual,10000,M,33
15642,Cara,Gao,F,Manual,10000,S,35
15643,Omar,Raji,M,Manual,10000,S,14
15644,Savannah,Gonzalez,F,Manual,10000,S,4
15645,Javier,Gill,M,Clerical,20000,M,10
15646,Emma,Kelly,F,Manual,10000,S,31
15647,Dawn,He,F,Clerical,20000,M,23
15648,Edgar,Gonzalez,M,Clerical,20000,M,34
15649,Melinda,Jimenez,F,Clerical,30000,M,160
15650,Ronnie,Li,M,Manual,20000,S,208
15651,Ann,Lopez,F,Manual,20000,S,212
15652,Barbara,Wang,F,Clerical,30000,M,229
15653,Gerald,Madan,M,Clerical,30000,S,254
15654,Levi,Fernandez,M,Manual,10000,S,200
15655,Deanna,Gomez,F,Manual,20000,M,144
15656,Darryl,Zhao,M,Manual,20000,S,178
15657,Marcus,Hayes,M,Clerical,30000,M,271
15658,Victoria,Rogers,F,Manual,10000,S,184
15659,Angela,Rivera,F,Manual,20000,M,127
15660,April,Jai,F,Manual,20000,M,250
15661,Brandon,Robinson,M,Clerical,30000,M,269
15662,Megan,Richardson,F,Clerical,30000,M,279
15663,Mandy,Chen,F,Clerical,30000,M,196
15664,Jill,Vazquez,F,Clerical,30000,S,172
15665,Kristi,Sai,F,Clerical,30000,M,198
15666,Bianca,Liang,F,Manual,10000,S,205
15667,Hector,Ramos,M,Clerical,30000,M,151
15668,Erick,Fernandez,M,Clerical,40000,M,273
15669,Paul,Suurs,F,Clerical,40000,M,279
15670,Sergio,Sánchez,M,Manual,20000,M,183
15671,Lawrence,Torres,M,Manual,20000,S,268
15672,Kelvin,Nara,M,Manual,20000,S,160
15673,Jon,Goel,M,Manual,20000,S,209
15674,Tommy,Raheem,M,Clerical,30000,S,117
15675,Jay,Alonso,M,Clerical,40000,M,120
15676,Todd,Wang,M,Clerical,40000,S,224
15677,Alyssa,Bradley,F,Clerical,40000,M,220
15678,Susan,Zhou,F,Clerical,40000,M,212
15679,Robert,Patterson,M,Manual,10000,M,189
15680,Tasha,She,F,Manual,10000,M,171
15681,Emma,Gonzales,F,Professional,80000,M,262
15682,Heidi,Garcia,F,Management,80000,S,142
15683,Jessie,Carlson,F,Professional,90000,S,156
15684,Tyrone,Suarez,M,Professional,90000,S,168
15685,Robin,Vazquez,F,Management,110000,M,172
15686,Pedro,Vazquez,M,Management,130000,M,244
15687,Jay,Suri,M,Professional,70000,M,211
15688,Chase,Gray,M,Professional,70000,M,196
15689,Stacey,Wang,F,Professional,90000,S,158
15690,Clifford,Perez,M,Management,160000,S,267
15691,Julian,Henderson,M,Professional,90000,M,273
15692,Ryan,Garcia,M,Professional,90000,M,262
15693,Isabel,Barnes,F,Professional,90000,S,127
15694,Stephanie,Diaz,F,Professional,80000,M,236
15695,Bruce,Gomez,M,Professional,150000,M,261
15696,Damien,Sun,M,Management,100000,M,222
15697,Julia,Morris,F,Professional,110000,M,121
15698,Susan,Wang,F,Management,120000,S,162
15699,Jonathon,Hernandez,M,Management,170000,M,276
15700,Eugene,Guo,M,Professional,80000,M,193
15701,Jillian,Kapoor,F,Professional,130000,M,236
15702,Ruth,Mehta,F,Professional,130000,M,240
15703,Alison,Chande,F,Professional,80000,M,142
15704,Peter,Luo,M,Professional,90000,S,134
15705,Gabriel,Simmons,M,Management,100000,M,117
15706,Tina,Arthur,F,Management,90000,M,210
15707,Robin,Rubio,F,Management,120000,M,121
15708,Nina,Jai,F,Management,120000,M,150
15709,Chelsea,Prasad,F,Skilled Manual,70000,M,215
15710,Brandy,Rana,F,Management,90000,M,190
15711,Jeffery,Liang,M,Management,110000,M,235
15712,Whitney,Chandra,F,Management,130000,M,249
15713,Hannah,Lee,F,Professional,130000,M,267
15714,Bethany,Pal,F,Skilled Manual,80000,S,214
15715,Isabella,Adams,F,Professional,60000,S,27
15716,Roy,Madan,M,Professional,70000,S,24
15717,Alexia,Henderson,F,Professional,70000,S,18
15718,Heather,Lin,F,Professional,70000,M,3
15719,Lacey,Liang,F,Professional,80000,M,15
15720,Jaime,Ramos,F,Professional,70000,M,7
15721,Cara,Guo,F,Professional,80000,S,40
15722,Angela,Jenkins,F,Professional,80000,M,32
15723,Kate,Deng,F,Professional,90000,M,11
15724,Roger,She,M,Professional,90000,S,21
15725,Trevor,Price,M,Professional,90000,M,19
15726,Faith,Barnes,F,Professional,90000,M,25
15727,Alisha,Zeng,F,Professional,80000,M,8
15728,Keith,Sharma,M,Management,110000,M,33
15729,Mayra,Suri,F,Professional,90000,M,32
15730,Philip,Dominguez,M,Professional,90000,M,2
15731,Corey,Chavez,M,Professional,80000,S,19
15732,Sandra,Zhu,F,Professional,120000,M,17
15733,Leslie,Ramos,F,Professional,120000,M,26
15734,Alicia,Lal,F,Professional,100000,M,19
15735,Lori,Blanco,F,Professional,100000,M,3
15736,Sheena,Raje,F,Management,110000,M,300
15737,Alexander,Robinson,M,Management,120000,S,626
15738,Abigail,Miller,F,Management,120000,M,374
15739,Garrett,Rogers,M,Management,70000,M,369
15740,Johnny,Kumar,M,Management,80000,M,536
15741,Isabella,Allen,F,Management,80000,M,385
15742,Grace,Thompson,F,Management,90000,M,352
15743,Chloe,Thompson,F,Management,120000,M,623
15744,Angela,Gray,F,Management,120000,M,614
15745,Julian,Hayes,M,Management,120000,M,609
15746,Emily,Walker,F,Management,120000,M,626
15747,Evan,Nelson,M,Management,70000,M,307
15748,Austin,Jenkins,M,Management,70000,M,54
15749,Grace,Brown,F,Management,70000,S,611
15750,Kaitlin,Martinez,F,Professional,70000,M,298
15751,Kristen,Xu,F,Skilled Manual,80000,S,32
15752,Bobby,Rodriguez,M,Skilled Manual,80000,M,10
15753,Margaret,Li,F,Skilled Manual,70000,S,27
15754,Crystal,Xu,F,Skilled Manual,70000,S,11
15755,Connor,Flores,M,Skilled Manual,70000,M,39
15756,Kari,Gutierrez,F,Professional,70000,S,28
15757,Edwin,Ferrier,M,Professional,70000,S,28
15758,Arturo,Andersen,M,Management,130000,M,38
15759,Erin,Brooks,F,Management,80000,M,536
15760,Richard,James,M,Professional,30000,M,54
15761,Xavier,Thompson,M,Professional,30000,S,57
15762,Garrett,Stewart,M,Professional,30000,S,59
15763,Xavier,Young,M,Professional,60000,M,644
15764,Louis,Guo,M,Management,120000,S,40
15765,Gilbert,Deng,M,Management,130000,M,32
15766,Priscilla,Black,F,Management,160000,S,36
15767,George,Prasad,M,Management,160000,S,37
15768,Victoria,Walker,F,Management,130000,M,334
15769,Kelly,Coleman,F,Management,130000,M,335
15770,Xavier,Brooks,M,Management,150000,S,372
15771,Maria,Diaz,F,Management,130000,M,543
15772,Christopher,Anderson,M,Skilled Manual,70000,M,361
15773,Dylan,Jenkins,M,Skilled Manual,70000,M,336
15774,Natalie,Kelly,F,Professional,60000,M,634
15775,Michelle,Ward,F,Professional,60000,M,609
15776,Jesse,Mitchell,M,Professional,60000,M,345
15777,Brianna,Smith,F,Professional,60000,M,637
15778,José,Miller,M,Professional,70000,S,616
15779,Jackson,Hayes,M,Professional,70000,M,611
15780,Claudia,McDonald,F,Professional,70000,M,301
15781,Blake,Evans,M,Management,80000,M,360
15782,Katelyn,Collins,F,Professional,90000,M,648
15783,David,Alexander,M,Professional,90000,M,31
15784,Rebekah,Vazquez,F,Professional,90000,M,26
15785,Edwin,Zhang,M,Skilled Manual,70000,S,36
15786,Marshall,Andersen,M,Skilled Manual,70000,M,34
15787,Cynthia,Gonzalez,F,Skilled Manual,60000,S,17
15788,Barbara,Li,F,Professional,100000,S,35
15789,Steve,Schmidt,F,Management,110000,S,26
15790,Colin,Xu,M,Skilled Manual,60000,S,31
15791,Megan,Long,F,Skilled Manual,60000,M,18
15792,Ernest,Zhou,M,Skilled Manual,60000,M,30
15793,Renee,Navarro,F,Professional,70000,S,2
15794,Tonya,Chander,F,Professional,80000,M,26
15795,Diane,Munoz,F,Professional,80000,M,16
15796,Edward,Hayes,M,Professional,80000,M,39
15797,Isaac,Cox,M,Professional,80000,M,19
15798,Anne,Munoz,F,Professional,70000,S,33
15799,Victoria,Anderson,F,Professional,90000,M,32
15800,Alberto,Serrano,M,Professional,90000,S,5
15801,Katrina,Shen,F,Professional,70000,S,22
15802,Bridget,Kumar,F,Professional,70000,S,14
15803,Bradley,Goel,M,Professional,70000,M,35
15804,Brittney,Liu,F,Professional,70000,M,10
15805,Dawn,Lin,F,Skilled Manual,70000,M,16
15806,Devin,Allen,M,Skilled Manual,70000,M,19
15807,Scot,Schulte,M,Skilled Manual,70000,S,8
15808,Natasha,Blanco,F,Skilled Manual,70000,M,40
15809,Christian,Sharma,M,Skilled Manual,70000,M,13
15810,Regina,Kapoor,F,Skilled Manual,70000,M,37
15811,Barbara,Schultz,M,Skilled Manual,70000,M,15
15812,Logan,Allen,M,Clerical,30000,M,23
15813,Julian,Diaz,M,Skilled Manual,30000,S,355
15814,Monica,Subram,F,Skilled Manual,40000,S,302
15815,Nicole,Price,F,Skilled Manual,40000,S,51
15816,Victoria,Miller,F,Skilled Manual,40000,M,50
15817,Chloe,Alexander,F,Skilled Manual,40000,S,536
15818,Stanley,Perez,M,Skilled Manual,40000,M,609
15819,Savannah,Cox,F,Skilled Manual,30000,S,633
15820,Chase,Ward,M,Skilled Manual,30000,M,618
15821,Logan,Anderson,M,Skilled Manual,30000,S,383
15822,Damien,Zhu,M,Management,40000,M,29
15823,Sharon,Tang,F,Management,60000,S,32
15824,Lindsay,Kumar,F,Clerical,30000,S,310
15825,Angela,Simmons,F,Skilled Manual,40000,S,637
15826,Marissa,Price,F,Clerical,30000,S,53
15827,Danielle,Ward,F,Skilled Manual,40000,S,614
15828,Robyn,Ramos,F,Clerical,30000,M,29
15829,Devin,Diaz,M,Management,40000,S,35
15830,Naomi,Alonso,F,Management,40000,M,8
15831,Omar,He,M,Management,40000,M,12
15832,Manuel,Martinez,M,Management,40000,S,28
15833,Tabitha,Kovar,F,Management,60000,S,38
15834,Rebecca,Green,F,Skilled Manual,40000,S,644
15835,Marcus,Smith,M,Skilled Manual,40000,S,315
15836,Devin,Jackson,M,Skilled Manual,40000,S,343
15837,Julia,Johnston,F,Skilled Manual,40000,S,611
15838,Julia,Taylor,F,Skilled Manual,30000,S,322
15839,William,Taylor,M,Skilled Manual,30000,S,369
15840,Natalie,Peterson,F,Skilled Manual,70000,M,552
15841,Luis,Shan,M,Management,80000,S,338
15842,Haley,Gray,F,Management,80000,M,641
15843,Caleb,Wright,M,Management,80000,S,648
15844,Megan,Brown,F,Management,80000,M,326
15845,Mackenzie,Carter,F,Management,80000,M,545
15846,Julian,Flores,M,Management,80000,S,53
15847,Edward,White,M,Management,90000,M,70
15848,Gabrielle,Hernandez,F,Management,90000,M,547
15849,Destiny,Kelly,F,Management,110000,S,641
15850,Rachel,Bradley,F,Management,110000,S,69
15851,Taylor,Anderson,F,Management,110000,S,616
15852,Oscar,Henderson,M,Management,120000,S,368
15853,Jasmine,Brown,F,Management,120000,M,339
15854,Miranda,Wood,F,Management,120000,M,315
15855,Noah,Jones,M,Management,80000,M,368
15856,Luis,Gonzales,M,Management,90000,M,51
15857,Isabella,White,F,Skilled Manual,60000,S,307
15858,Jonathan,Parker,M,Skilled Manual,60000,M,311
15859,Abigail,Ramirez,F,Skilled Manual,60000,S,69
15860,Joe,Moreno,M,Clerical,40000,S,609
15861,Damien,Zhao,M,Clerical,40000,S,299
15862,Sriniwa,Narayanan,F,Skilled Manual,50000,S,301
15863,Adam,Scott,M,Skilled Manual,50000,M,53
15864,Lauren,Bailey,F,Skilled Manual,50000,S,68
15865,Isabel,Price,F,Skilled Manual,40000,S,352
15866,Abigail,White,F,Skilled Manual,60000,S,54
15867,Victoria,White,F,Skilled Manual,60000,S,633
15868,Caleb,Lal,M,Skilled Manual,60000,S,66
15869,Alexandra,Hall,F,Skilled Manual,60000,S,632
15870,Zoe,Howard,F,Skilled Manual,60000,S,539
15871,Ryan,Jai,M,Skilled Manual,60000,M,633
15872,Gabriella,Gonzalez,F,Skilled Manual,50000,M,69
15873,Hailey,Richardson,F,Professional,70000,M,326
15874,Samuel,Martin,M,Management,70000,M,66
15875,Devin,Morris,M,Management,70000,M,369
15876,Eduardo,Turner,M,Management,70000,M,53
15877,Jordan,Perez,M,Management,70000,M,299
15878,Kevin,Flores,M,Management,70000,M,59
15879,Tyler,Wilson,M,Management,70000,M,66
15880,Patrick,Bailey,M,Management,70000,M,641
15881,Destiny,Williams,F,Management,60000,M,55
15882,Maurice,Xie,M,Management,60000,S,536
15883,Tristan,Coleman,M,Management,60000,M,312
15884,Dakota,Bradley,M,Management,60000,M,314
15885,Garrett,Sanchez,M,Management,60000,S,638
15886,Matthew,Brown,M,Management,60000,S,335
15887,Deanna,Vazquez,F,Management,60000,M,611
15888,Amanda,Richardson,F,Management,70000,M,627
15889,Robert,Wright,M,Management,70000,M,50
15890,James,Russell,M,Management,60000,S,315
15891,Jordan,Lopez,M,Management,70000,M,331
15892,Pamela,Srini,F,Professional,40000,S,607
15893,Yolanda,Xu,F,Professional,40000,M,609
15894,Joanna,Gutierrez,F,Professional,40000,M,609
15895,Sophia,Parker,F,Management,60000,S,316
15896,Samuel,Jones,M,Management,60000,M,352
15897,Haley,Cooper,F,Professional,70000,S,385
15898,Isaiah,Gonzalez,M,Professional,60000,M,648
15899,Ian,James,M,Professional,70000,M,369
15900,Wyatt,Roberts,M,Skilled Manual,40000,S,50
15901,Taylor,Bryant,F,Professional,60000,S,616
15902,Robert,Diaz,M,Professional,60000,M,632
15903,Abigail,Barnes,F,Professional,60000,M,299
15904,Janice,Bennett,F,Professional,60000,M,307
15905,Taylor,Taylor,F,Professional,70000,S,52
15906,Kaitlyn,Lewis,F,Professional,70000,S,66
15907,Steven,Bailey,M,Professional,60000,M,648
15908,David,Wilson,M,Professional,60000,M,329
15909,Cassidy,Ross,F,Professional,60000,M,334
15910,Caleb,Hughes,M,Professional,70000,M,358
15911,Maria,Baker,F,Professional,60000,M,611
15912,Mya,Simmons,F,Professional,60000,S,369
15913,Antonio,Hughes,M,Professional,60000,M,55
15914,Logan,Bryant,M,Professional,70000,S,633
15915,Alex,Cox,M,Professional,70000,S,331
15916,Brandon,Walker,M,Professional,70000,M,62
15917,Emily,White,F,Professional,70000,M,49
15918,Roberto,Ruiz,M,Professional,70000,S,612
15919,Rebekah,Prasad,F,Professional,130000,M,241
15920,Colin,Wu,M,Professional,100000,S,207
15921,Donald,Patel,M,Professional,100000,S,207
15922,Roger,Kumar,M,Professional,150000,M,240
15923,Ricardo,Raje,M,Professional,100000,S,205
15924,Omar,Wang,M,Professional,100000,M,183
15925,Stanley,Subram,M,Professional,110000,M,209
15926,Donna,Deng,F,Professional,120000,S,153
15927,Gilbert,Huang,M,Professional,120000,S,164
15928,Priscilla,Pal,F,Professional,120000,S,171
15929,Karla,Raji,F,Professional,150000,M,258
15930,Tiffany,He,F,Professional,100000,M,200
15931,Micah,Xu,M,Professional,110000,M,213
15932,Tabitha,Jimenez,F,Professional,130000,M,178
15933,Clinton,Dominguez,M,Professional,160000,S,260
15934,Nichole,Raji,F,Professional,70000,S,609
15935,Amber,King,F,Management,70000,M,536
15936,Abigail,Johnson,F,Management,90000,M,553
15937,Grace,Lewis,F,Professional,90000,M,609
15938,Sean,Collins,M,Professional,100000,M,634
15939,Jennifer,Brown,F,Professional,100000,M,642
15940,Jack,Bryant,M,Professional,100000,M,553
15941,Bailey,Brooks,F,Management,120000,S,322
15942,Lucas,Rodriguez,M,Management,80000,M,66
15943,Richard,Watson,M,Professional,80000,M,69
15944,Damien,Lu,M,Professional,90000,M,611
15945,Alexandria,Kelly,F,Professional,100000,M,633
15946,Wyatt,Wilson,M,Management,110000,S,298
15947,Michelle,Blue,F,Professional,120000,M,307
15948,Angela,Hughes,F,Management,130000,S,335
15949,Katherine,Green,F,Management,130000,M,339
15950,Erin,Peterson,F,Professional,70000,M,543
15951,Jenna,Baker,F,Professional,70000,M,637
15952,Evan,Cooper,M,Professional,90000,M,638
15953,Julio,Moreno,M,Management,60000,M,298
15954,Marshall,Deng,M,Professional,100000,M,298
15955,Neil,Ortega,M,Management,110000,M,302
15956,Ryan,Li,M,Management,130000,M,348
15957,Samuel,Ross,M,Management,130000,S,355
15958,Nicole,Ross,F,Professional,90000,M,612
15959,Logan,Rodriguez,M,Professional,100000,M,634
15960,Brianna,Bryant,F,Professional,120000,M,314
15961,Ashley,Walker,F,Professional,150000,S,368
15962,Benjamin,Winter,M,Professional,90000,S,547
15963,Madison,Smith,F,Professional,90000,S,633
15964,Steven,Cox,M,Management,130000,S,331
15965,Jennifer,Watson,F,Professional,150000,S,361
15966,Natalie,Foster,F,Professional,60000,M,548
15967,Dakota,Diaz,M,Professional,70000,M,612
15968,Edward,Gonzalez,M,Professional,70000,S,385
15969,Sean,Murphy,M,Professional,90000,S,545
15970,Samuel,Thompson,M,Skilled Manual,80000,S,300
15971,Ryan,Jenkins,M,Management,50000,M,623
15972,Caitlin,Bailey,F,Management,70000,M,301
15973,Christopher,Garcia,M,Management,60000,M,638
15974,Marcus,Green,M,Professional,80000,M,52
15975,Gabrielle,Collins,F,Professional,90000,S,609
15976,Kristopher,Patel,M,Professional,90000,S,611
15977,Julia,Harris,F,Professional,90000,M,612
15978,Xavier,Walker,M,Professional,90000,M,614
15979,Nicole,Cook,F,Professional,90000,M,626
15980,Gabrielle,Morgan,F,Professional,100000,S,632
15981,Gabriel,Powell,M,Professional,100000,S,552
15982,Jose,Evans,M,Professional,110000,M,300
15983,Alexis,Ross,F,Professional,160000,M,358
15984,Nathan,Wright,M,Management,170000,M,369
15985,Devin,Johnson,M,Management,170000,M,372
15986,Dalton,Sanchez,M,Skilled Manual,60000,S,307
15987,Nicole,Kelly,F,Skilled Manual,60000,M,642
15988,Edward,Moore,M,Professional,70000,M,547
15989,Savannah,Campbell,F,Professional,70000,M,302
15990,Eduardo,Richardson,M,Management,70000,S,331
15991,David,Taylor,M,Management,70000,M,635
15992,Isabelle,Alexander,F,Management,70000,S,358
15993,Spencer,Coleman,M,Management,60000,M,55
15994,Olivia,Blue,F,Professional,40000,M,612
15995,Kaitlyn,Johnson,F,Professional,40000,M,315
15996,Emily,Barnes,F,Professional,40000,M,60
15997,Melissa,Jenkins,F,Management,70000,M,59
15998,Marissa,Flores,F,Management,70000,M,307
15999,Maria,Hill,F,Management,70000,M,632
16000,Gabrielle,Ramirez,F,Management,70000,M,70
16001,Ricardo,Pal,M,Management,80000,M,301
16002,Paige,Hayes,F,Management,110000,M,552
16003,Carol,Robinson,F,Management,130000,M,348
16004,Joe,Martinez,M,Management,90000,M,611
16005,Jordan,Hill,M,Management,90000,S,50
16006,Angelica,Henderson,F,Management,110000,M,372
16007,Janelle,Gonzalez,F,Management,90000,M,611
16008,Morgan,Allen,F,Management,110000,M,623
16009,Matthew,Martinez,M,Management,170000,S,68
16010,Nicole,Wood,F,Management,120000,M,326
16011,Maria,Murphy,F,Management,130000,M,62
16012,Grace,Cooper,F,Management,90000,S,65
16013,Xavier,Williams,M,Skilled Manual,90000,S,536
16014,Christopher,Wilson,M,Management,120000,M,301
16015,Jessica,Cooper,F,Skilled Manual,30000,S,335
16016,Bradley,She,M,Skilled Manual,20000,M,37
16017,Jeremy,Ramirez,M,Skilled Manual,60000,M,347
16018,Emma,Henderson,F,Skilled Manual,60000,S,358
16019,Amber,Hernandez,F,Skilled Manual,60000,S,374
16020,Thomas,Diaz,M,Skilled Manual,40000,M,51
16021,Shelby,Sanchez,F,Clerical,40000,S,54
16022,Devin,Hernandez,M,Clerical,40000,S,607
16023,Willie,Zhang,M,Skilled Manual,10000,S,32
16024,Isaac,Hill,M,Skilled Manual,40000,M,627
16025,Jorge,Sun,M,Clerical,10000,M,6
16026,Byron,Jiménez,M,Clerical,30000,M,17
16027,Anne,Vazquez,F,Clerical,30000,M,21
16028,Cody,Cooper,M,Clerical,30000,M,18
16029,Abby,Patel,F,Clerical,30000,M,16
16030,Max,Martin,M,Skilled Manual,20000,M,25
16031,Ian,Allen,M,Clerical,30000,M,27
16032,Colin,Chavez,M,Clerical,10000,M,2
16033,Erica,Lin,F,Manual,10000,M,248
16034,Pamela,Suri,F,Manual,10000,M,146
16035,Sebastian,Morgan,M,Manual,20000,M,237
16036,Maria,Long,F,Manual,10000,M,279
16037,Melissa,Kelly,F,Manual,10000,M,162
16038,Roy,Sai,M,Manual,10000,M,243
16039,Steve,Yang,M,Manual,10000,M,143
16040,Casey,Gill,M,Clerical,20000,M,197
16041,Pedro,Raman,M,Clerical,20000,S,208
16042,Ian,Hall,M,Clerical,20000,S,209
16043,Mathew,Romero,M,Manual,10000,S,233
16044,Connie,Rai,F,Manual,10000,M,124
16045,Evelyn,Sara,F,Clerical,20000,M,260
16046,Robyn,Gomez,F,Clerical,20000,S,275
16047,Taylor,Johnson,F,Manual,10000,M,175
16048,Kelli,Yang,F,Manual,10000,S,147
16049,Ashlee,Nara,F,Manual,10000,M,119
16050,Reginald,Moreno,M,Manual,10000,M,271
16051,Leonard,Xu,M,Clerical,20000,M,187
16052,Danny,Gutierrez,M,Clerical,20000,M,193
16053,Frederick,Perez,M,Clerical,20000,M,267
16054,Hector,Ortega,M,Clerical,20000,S,275
16055,Ryan,Lee,M,Manual,10000,M,171
16056,Alison,Shan,F,Manual,10000,M,212
16057,Michele,Gomez,F,Manual,10000,M,159
16058,Margaret,Zhang,F,Manual,10000,M,251
16059,Jésus,Carlson,M,Clerical,20000,M,119
16060,Antonio,Griffin,M,Skilled Manual,50000,M,383
16061,Miguel,Butler,M,Skilled Manual,50000,M,311
16062,Katherine,Johnson,F,Skilled Manual,50000,M,642
16063,Francisco,Kapoor,M,Skilled Manual,50000,M,299
16064,Isabella,Griffin,F,Skilled Manual,50000,M,368
16065,Makayla,Torres,F,Skilled Manual,50000,S,343
16066,Alex,Ramirez,M,Skilled Manual,50000,M,337
16067,Maria,Butler,F,Skilled Manual,50000,S,641
16068,Jerry,Shen,M,Skilled Manual,50000,S,607
16069,Brianna,Hall,F,Skilled Manual,50000,S,339
16070,Sierra,Phillips,F,Professional,60000,S,343
16071,Taylor,Rodriguez,F,Professional,60000,M,50
16072,Caleb,Evans,M,Professional,60000,M,536
16073,Miranda,Bryant,F,Professional,60000,S,623
16074,Caleb,Roberts,M,Professional,60000,M,633
16075,Alexis,Johnson,F,Professional,60000,S,644
16076,Catherine,Rogers,F,Professional,60000,M,648
16077,Stephanie,Rogers,F,Professional,70000,M,301
16078,Nicole,James,F,Professional,70000,M,326
16079,Natalie,Carter,F,Professional,80000,M,368
16080,Oscar,Patterson,M,Skilled Manual,40000,S,337
16081,Arturo,Cai,M,Skilled Manual,70000,M,298
16082,Autumn,Zeng,F,Skilled Manual,70000,S,609
16083,Mindy,Raje,F,Skilled Manual,40000,M,43
16084,Allison,Wright,F,Professional,40000,S,542
16085,Trevor,Gonzales,M,Professional,60000,M,50
16086,Charles,Watson,M,Professional,70000,M,298
16087,Micah,Chen,M,Professional,70000,S,299
16088,Bryce,Sanders,M,Professional,40000,S,536
16089,Lucas,Brooks,M,Skilled Manual,50000,M,62
16090,Emma,White,F,Skilled Manual,50000,S,60
16091,Alyssa,Lewis,F,Skilled Manual,50000,S,315
16092,Jessica,Bryant,F,Professional,60000,M,616
16093,Kaitlyn,Morris,F,Professional,60000,S,347
16094,Kayla,Brown,F,Professional,60000,S,368
16095,Marcus,Garcia,M,Professional,70000,M,316
